root_slp1	source	registers
saMBAvi	vidyut:26	mahabharata-adiparva:3,mahabharata-bhishmaparva:3,mahabharata-aranyakaparva:2
saMBAz	vidyut:20	ramayana-sundarakanda:4,ramayana-aranyakanda:3,kama-sutra:2
saMBU	vidyut:87,marker:1	atharvaveda:15,mahabharata-adiparva:11,br-up:10
saMBf	vidyut:21	rigveda:6,mahabharata-aranyakaparva:3,ramayana-balakanda:2
saMDAri	vidyut:6	mahabharata-dronaparva:2,mahabharata-aranyakaparva:1,mahabharata-adiparva:1
saMGawwi	vidyut:6	gitarthasamgraha-abhinavagupta:3,mahabharata-dronaparva:2,mahabharata-sabhaparva:1
saMbanD	vidyut:61	mahabharata-udyogaparva:12,mahabharata-dronaparva:5,nyaya-bhashya:4
saMboDi	vidyut:9	mahabharata-adiparva:2,mahabharata-dronaparva:2,raghuvamsha:1
saMbuD	vidyut:7	mahabharata-udyogaparva:2,kama-sutra:1,shatakatrayam:1
saMcAli	vidyut:4	hatha-yoga-pradipika:3,mahabharata-sauptikaparva:1
saMdIpi	vidyut:4	mahabharata-udyogaparva:2,mahabharata-sabhaparva:1,mahabharata-adiparva:1
saMdarSi	vidyut:12	mahabharata-dronaparva:3,mahabharata-udyogaparva:2,mahabharata-shalyaparva:2
saMgF	vidyut:23	rigveda:4,mahabharata-udyogaparva:4,mahabharata-shalyaparva:4
saMjAni	vidyut:15	bhagavadgita-erman:3,bhagavadgita-sharma:3,mahabharata-dronaparva:2
saMjIvi	vidyut:12	mahabharata-ashvamedhikaparva:5,mahabharata-adiparva:4,mahabharata-aranyakaparva:1
saMjiGfkza	vidyut:1	mahabharata-udyogaparva:1
saMkAli	vidyut:1	mahabharata-virataparva:1
saMkF	vidyut:35	mahabharata-aranyakaparva:4,bhagavadgita-prabhupada:4,manavadharmashastra:3
saMkaTi	vidyut:6	mahabharata-udyogaparva:2,mahabharata-adiparva:1,mahabharata-aranyakaparva:1
saMkalpi	vidyut:14	mahabharata-shalyaparva:2,mahabharata-ashvamedhikaparva:2,mahabharata-aranyakaparva:2
saMkuc	vidyut:6	pratyabhijna-hridaya_kshemaraja:2,mahabharata-adiparva:1,paramarthasara-abhinavagupta:1
saMmAni	vidyut:6	ramayana-ayodhyakanda:3,shukasaptati:2,mahabharata-ashramavasikaparva:1
saMnAdi	vidyut:7	mahabharata-adiparva:2,mahabharata-dronaparva:2,ramayana-ayodhyakanda:1
saMnipAti	vidyut:3	mahabharata-aranyakaparva:2,mahabharata-bhishmaparva:1
saMnivarti	vidyut:5	mahabharata-adiparva:2,mahabharata-aranyakaparva:1,mahabharata-dronaparva:1
saMniveSi	vidyut:2	mahabharata-adiparva:1,mahabharata-sabhaparva:1
saMniyoji	vidyut:3	mahabharata-adiparva:2,mahabharata-sabhaparva:1
saMnizev	dcs:1	manavadharmashastra:1
saMnu	vidyut:1	rigveda:1
saMpAdi	vidyut:19	kama-sutra:2,yoga-sutry_vyasa-bhashya:2,shatakatrayam-serebryakov:2
saMpad	vidyut:62	ch-up:13,ramayana-aranyakanda:13,mahabharata-udyogaparva:9
saMparivft	vidyut:1	mahabharata-adiparva:1
saMpat	vidyut:21	mahabharata-dronaparva:4,mahabharata-bhishmaparva:3,ramayana-sundarakanda:2
saMpfc	vidyut:4	rigveda:4
saMpiz	vidyut:5	atharvaveda:3,rigveda:2
saMplAvi	vidyut:2	mahabharata-ashramavasikaparva:1,mahabharata-bhishmaparva:1
saMplu	vidyut:5	manavadharmashastra:1,mahabharata-karnaparva:1,ramayana-sundarakanda:1
saMpraApi	vidyut:1	mahabharata-udyogaparva:1
saMpraDAri	vidyut:1	mahabharata-udyogaparva:1
saMpraDAv	dcs:1	mahabharata-udyogaparva:1
saMpraIkz	vidyut:24	ramayana-sundarakanda:3,mahabharata-udyogaparva:3,ramayana-balakanda:3
saMpradA	vidyut:21	nyaya-bhashya:6,manavadharmashastra:3,mahabharata-udyogaparva:2
saMpradApi	vidyut:2	ramayana-ayodhyakanda:2
saMpradfS	vidyut:4	mahabharata-udyogaparva:1,mahabharata-virataparva:1,ramayana-aranyakanda:1
saMpradru	vidyut:1	mahabharata-dronaparva:1
saMprajYA	vidyut:10	yoga-sutry_vyasa-bhashya:6,buddhacharita:1,ramayana-balakanda:1
saMprasAdi	vidyut:8	br-up:2,mai-up:2,ch-up:1
saMprasTA	vidyut:3	pr-up:3
saMprasU	vidyut:4	vedartha-samgraha_ramanuja:1,manavadharmashastra:1,mun-up:1
saMpratipAdi	vidyut:4	mahabharata-adiparva:3,mahabharata-aranyakaparva:1
saMpravft	vidyut:10	bhagavadgita-burba:2,ramayana-balakanda:1,bhagavadgity:1
saMprayoji	vidyut:1	mahabharata-ashvamedhikaparva:1
saMprayuj	vidyut:9	kama-sutra:2,manavadharmashastra:1,mahabharata-sabhaparva:1
saMprezi	vidyut:8	mahabharata-sabhaparva:2,ramayana-sundarakanda:2,mahabharata-udyogaparva:1
saMrI	vidyut:2	rigveda:2
saMsADi	vidyut:1	manavadharmashastra:1
saMsAri	vidyut:1	gitarthasamgraha-abhinavagupta:1
saMsajj	vidyut:3	ramayana-ayodhyakanda:1,mahabharata-udyogaparva:1,mahabharata-bhishmaparva:1
saMstamBi	vidyut:3	raghuvamsha:2,kumarasambhava:1
saMtApi	vidyut:47	mahabharata-aranyakaparva:13,mahabharata-adiparva:11,ramayana-aranyakanda:3
saMtF	vidyut:19	mahabharata-aranyakaparva:2,bhagavadgita-prabhupada:2,atharvaveda:1
saMtarpi	vidyut:9	mahabharata-aranyakaparva:3,mahabharata-adiparva:2,mahabharata-karnaparva:1
saMtitarIza	vidyut:1	mahabharata-karnaparva:1
saMtozi	vidyut:4	mahabharata-aranyakaparva:2,shatakatrayam:1,shatakatrayam-serebryakov:1
saMtyAji	vidyut:1	raghuvamsha:1
saPalay	dcs:1	gitagovinda:1
saYj	dcs:431,vidyut:9	mahabharata-dronaparva:32,kama-sutra:31,mahabharata-bhishmaparva:23
saYjay	dcs:18	bhagavadgita-smirnov:2,bhagavadgita-1914:2,bhagavadgita-sementsov:2
sac	dcs:186,vidyut:9	rigveda:166,atharvaveda:28,bhagavadgity:1
sacanasy	dcs:1	rigveda:1
sad	dcs:837,vidyut:77,marker:2	rigveda:260,atharvaveda:63,mahabharata-aranyakaparva:54
sah	dcs:541,vidyut:10	rigveda:86,atharvaveda:70,mahabharata-udyogaparva:44
sajj	vidyut:12	gitarthasamgraha-abhinavagupta:4,mahabharata-udyogaparva:2,mahabharata-aranyakaparva:1
sajjay	dcs:3	manavadharmashastra:1,mahabharata-shalyaparva:1,mahabharata-dronaparva:1
sam	dcs:350,vidyut:4,marker:2	rigveda:217,atharvaveda:117,ramayana-ayodhyakanda:7
samAdis	dcs:35	mahabharata-aranyakaparva:5,mahabharata-dronaparva:4,ramayana-balakanda:4
samAi	vidyut:8	mahabharata-dronaparva:3,mahabharata-bhishmaparva:2,mahabharata-aranyakaparva:1
samApi	vidyut:3	raghuvamsha:2,ramayana-sundarakanda:1
samaBiprekz	dcs:1	mahabharata-bhishmaparva:1
samaBizecay	dcs:1	mahabharata-ashvamedhikaparva:1
samaBizwu	dcs:1	ramayana-balakanda:1
samaBye	dcs:5	mahabharata-bhishmaparva:2,mahabharata-ashvamedhikaparva:1,mahabharata-sabhaparva:1
samaDizWA	vidyut:4,dcs:1	devi-gita:3,ramayana-balakanda:1,mahabharata-dronaparva:1
samarTi	vidyut:7	nyaya-bhashya:2,mahabharata-virataparva:1,rigveda:1
samarpi	vidyut:1	mahabharata-adiparva:1
samary	dcs:1	rigveda:1
samatI	dcs:44,marker:1	bhagavadgita-prabhupada:4,mahabharata-aranyakaparva:4,bhagavadgita-radha:3
samavazwamB	dcs:2	mahabharata-udyogaparva:1,mahabharata-mausalaparva:1
samavekz	dcs:20	buddhacharita:4,mahabharata-aranyakaparva:3,mahabharata-udyogaparva:2
samay	vidyut:1	raghuvamsha:1
same	dcs:265	mahabharata-aranyakaparva:45,mahabharata-udyogaparva:33,mahabharata-dronaparva:24
samer	dcs:1	rigveda:1
samf	vidyut:6	rigveda:4,mahabharata-dronaparva:1,atharvaveda:1
samprArTay	dcs:2	ramayana-ayodhyakanda:1,mahabharata-udyogaparva:1
sampratI	dcs:1	mahabharata-aranyakaparva:1
sampratizWA	dcs:18	mahabharata-bhishmaparva:2,bhagavadgita-erman:2,bhagavadgita-smirnov:2
sampratiziD	dcs:1	mahabharata-sauptikaparva:1
sampre	dcs:1	atharvaveda:1
samprekz	dcs:89	mahabharata-dronaparva:19,mahabharata-bhishmaparva:18,mahabharata-aranyakaparva:10
samudi	dcs:38,vidyut:1	mahabharata-adiparva:13,mahabharata-udyogaparva:5,ramayana-ayodhyakanda:5
samupAS	dcs:1	mahabharata-aranyakaparva:1
samupArjay	dcs:3	mahabharata-udyogaparva:1,mahabharata-ashvamedhikaparva:1,mahabharata-shalyaparva:1
samupaAs	vidyut:3	ramayana-ayodhyakanda:1,ramayana-balakanda:1,raghuvamsha:1
samupabfhay	dcs:2	mahabharata-adiparva:2
samupaspfs	dcs:3	mahabharata-aranyakaparva:2,ramayana-sundarakanda:1
samupe	dcs:19	mahabharata-adiparva:5,ramayana-aranyakanda:3,mahabharata-aranyakaparva:3
samupekz	dcs:4	mahabharata-aranyakaparva:1,mahabharata-sabhaparva:1,buddhacharita:1
samutTA	dcs:97	mahabharata-dronaparva:14,ch-up:14,mahabharata-adiparva:12
san	dcs:129,vidyut:8	rigveda:125,atharvaveda:11,ramayana-balakanda:1
sanizR	dcs:1	rigveda:1
sanizvan	dcs:1	rigveda:1
sap	vidyut:14,dcs:11	rigveda:25
sapary	dcs:50	rigveda:44,atharvaveda:6
saraRy	dcs:2	rigveda:2
saray	dcs:1	rigveda:1
sarj	dcs:1	rigveda:1
sarjay	dcs:52	mahabharata-udyogaparva:11,mahabharata-aranyakaparva:8,ramayana-balakanda:6
sarpay	dcs:5	kama-sutra:2,mahabharata-bhishmaparva:1,mahabharata-aranyakaparva:1
sarsf	vidyut:2,dcs:2	atharvaveda:2,rigveda:2
sas	dcs:12,vidyut:7	rigveda:18,bhagavadgita-sharma:1
satvanAy	dcs:1	atharvaveda:1
secay	dcs:1	manavadharmashastra:1
sev	dcs:191,vidyut:17,marker:1	mahabharata-aranyakaparva:26,ramayana-aranyakanda:23,manavadharmashastra:20
seziD	dcs:2	rigveda:2
sf	dcs:302,vidyut:63	rigveda:65,mahabharata-adiparva:20,gitagovinda:19
sfj	dcs:1415,vidyut:31,marker:2	rigveda:225,mahabharata-dronaparva:140,mahabharata-aranyakaparva:127
sfp	dcs:84,vidyut:23	atharvaveda:16,mahabharata-adiparva:10,rigveda:8
si	vidyut:6,dcs:4	rigveda:4,atharvaveda:3,mahabharata-udyogaparva:1
siD	dcs:162,vidyut:9	rigveda:26,nyaya-bhashya:18,mahabharata-udyogaparva:15
siYj	dcs:1	gitagovinda:1
sic	dcs:178,vidyut:14	rigveda:66,atharvaveda:37,mahabharata-dronaparva:12
sizAs	dcs:32	rigveda:28,atharvaveda:4
sizAsa	vidyut:1	rigveda:1
sizAsi	vidyut:2	rigveda:2
skaBAy	dcs:4	rigveda:3,atharvaveda:1
skamB	dcs:8	rigveda:6,atharvaveda:2
skand	dcs:54,vidyut:1	mahabharata-adiparva:8,mahabharata-shalyaparva:8,rigveda:8
skanday	dcs:3	manavadharmashastra:2,mahabharata-dronaparva:1
skandi	vidyut:1	manavadharmashastra:1
sku	vidyut:1	atharvaveda:1
smApay	dcs:4	mahabharata-karnaparva:1,mahabharata-dronaparva:1,mahabharata-shalyaparva:1
smAray	dcs:9	mahabharata-sabhaparva:3,mahabharata-udyogaparva:2,mahabharata-mausalaparva:1
smf	dcs:747,vidyut:10	mahabharata-aranyakaparva:70,manavadharmashastra:57,mahabharata-adiparva:56
smi	dcs:209	mahabharata-dronaparva:41,mahabharata-aranyakaparva:33,mahabharata-adiparva:24
snA	dcs:184,vidyut:16	mahabharata-aranyakaparva:99,manavadharmashastra:15,mahabharata-shalyaparva:14
snApay	dcs:8	shukasaptati:4,ramayana-ayodhyakanda:2,ramayana-balakanda:1
snapay	dcs:4	atharvaveda:2,gitagovinda:1,megha-duta:1
snehay	dcs:2	rigveda:2
snu	dcs:8,vidyut:1	rigveda:6,mahabharata-bhishmaparva:1,mahabharata-aranyakaparva:1
so	vidyut:3	mahabharata-sabhaparva:1,mahabharata-karnaparva:1,mahabharata-udyogaparva:1
sozav	dcs:1	rigveda:1
spASay	dcs:1	rigveda:1
spand	dcs:8,vidyut:1	yoga-sutry_vyasa-bhashya:2,ramayana-sundarakanda:2,ramayana-ayodhyakanda:1
spanday	dcs:1	mahabharata-ashvamedhikaparva:1
sparSay	dcs:3	ramayana-ayodhyakanda:1,rigveda:1,manavadharmashastra:1
sparSi	vidyut:3	manavadharmashastra:1,raghuvamsha:1,pr-up:1
spf	dcs:15	rigveda:10,tai-up:4,nyaya-bhashya:1
spfD	dcs:75,vidyut:2	rigveda:32,mahabharata-adiparva:7,mahabharata-aranyakaparva:6
spfS	dcs:375,vidyut:15,marker:6	mahabharata-aranyakaparva:62,manavadharmashastra:36,ramayana-ayodhyakanda:26
spfh	dcs:2	kama-sutra:1,raghuvamsha:1
spfhay	dcs:22	mahabharata-udyogaparva:4,rigveda:3,mahabharata-aranyakaparva:3
srAvay	dcs:1	manavadharmashastra:1
sraMs	dcs:39	rigveda:4,mahabharata-adiparva:3,buddhacharita:3
sraMsay	dcs:1	kumarasambhava:1
sriD	dcs:17	rigveda:15,atharvaveda:2
sru	dcs:143,vidyut:5	rigveda:52,atharvaveda:15,mahabharata-dronaparva:14
stAray	dcs:2	manavadharmashastra:1,shatakatrayam:1
stAvay	dcs:2	mahabharata-adiparva:2
staBAy	dcs:7	rigveda:7
stamB	dcs:91,vidyut:3,marker:2	rigveda:22,atharvaveda:6,bhagavadgita-prabhupada:6
stamBay	dcs:27	mahabharata-adiparva:7,mahabharata-dronaparva:6,mahabharata-shalyaparva:5
stan	dcs:5,vidyut:3	mahabharata-karnaparva:2,mahabharata-shalyaparva:2,rigveda:2
stanay	dcs:32	rigveda:17,atharvaveda:9,ch-up:4
steni	vidyut:1	manavadharmashastra:1
stf	dcs:152,vidyut:14	rigveda:45,atharvaveda:21,mahabharata-dronaparva:14
stoBay	dcs:1	rigveda:1
stu	dcs:433,vidyut:63,marker:1	rigveda:283,atharvaveda:27,mahabharata-adiparva:26
stuB	dcs:10	rigveda:10
styE	dcs:6,vidyut:2	yoga-sutry_vyasa-bhashya:3,ramayana-ayodhyakanda:2,yoga-sutry:1
su	dcs:344,vidyut:11,marker:1	rigveda:288,atharvaveda:20,ramayana-aranyakanda:19
suKay	dcs:7	gitagovinda:3,shatakatrayam:2,shatakatrayam-serebryakov:1
sukratUy	dcs:1	rigveda:1
sumanasy	dcs:11	atharvaveda:8,rigveda:3
sumnAy	dcs:1	rigveda:1
sumnay	dcs:1	rigveda:1
susmUrz	dcs:1	nyaya-bhashya:1
svAd	dcs:1	rigveda:1
svAday	dcs:8	ramayana-sundarakanda:3,megha-duta:1,mahabharata-virataparva:1
svApay	dcs:7	rigveda:4,atharvaveda:3
svApi	vidyut:5	rigveda:2,mahabharata-adiparva:1,ramayana-balakanda:1
svF	vidyut:8	ramayana-ayodhyakanda:2,mahabharata-aranyakaparva:2,mahabharata-udyogaparva:1
svaYj	vidyut:5	rigveda:3,mahabharata-sabhaparva:1,mahabharata-shalyaparva:1
svad	dcs:16,vidyut:2	rigveda:15,atharvaveda:1,mahabharata-udyogaparva:1
svaday	dcs:8	rigveda:7,atharvaveda:1
svaj	dcs:12,marker:1	atharvaveda:3,ramayana-ayodhyakanda:2,raghuvamsha:1
svalpaSilAy	dcs:1	shatakatrayam-serebryakov:1
svan	vidyut:15,dcs:10	rigveda:5,mahabharata-dronaparva:4,buddhacharita:3
svap	dcs:351,vidyut:28	shukasaptati:36,ramayana-sundarakanda:35,mahabharata-aranyakaparva:35
svapasy	dcs:3	rigveda:2,atharvaveda:1
svar	dcs:235,vidyut:1	rigveda:149,atharvaveda:46,br-up:8
svf	vidyut:18	mahabharata-dronaparva:5,mahabharata-karnaparva:4,ch-up:4
svid	dcs:52,vidyut:1	rigveda:26,atharvaveda:5,mahabharata-dronaparva:4
syand	dcs:32,vidyut:3	rigveda:14,atharvaveda:6,ch-up:3
syanday	dcs:2	mahabharata-virataparva:1,kama-sutra:1
tAki	vidyut:1	mahabharata-virataparva:1
tAnay	dcs:2	atharvaveda:2
tApay	dcs:30	mahabharata-karnaparva:5,mahabharata-dronaparva:4,ramayana-sundarakanda:4
tAqay	dcs:145	mahabharata-dronaparva:36,mahabharata-karnaparva:24,mahabharata-bhishmaparva:17
tAray	dcs:82,marker:1	mahabharata-adiparva:13,mahabharata-aranyakaparva:10,mahabharata-udyogaparva:8
tAri	vidyut:4	pr-up:1,ramayana-balakanda:1,mahabharata-udyogaparva:1
tAv	dcs:4	atharvaveda:4
tF	dcs:7,vidyut:5,marker:1	ramayana-ayodhyakanda:4,rigveda:3,isha-up:2
tUrv	dcs:7,vidyut:1	rigveda:8
tUtUrz	dcs:1	rigveda:1
taMs	dcs:3,vidyut:1	rigveda:4
taMsay	dcs:2	shatakatrayam:1,shatakatrayam-serebryakov:1
taYc	vidyut:3	rigveda:3
tak	dcs:2	rigveda:2
takz	dcs:108,vidyut:5	rigveda:78,atharvaveda:10,mahabharata-shalyaparva:6
tam	dcs:13,vidyut:8,marker:2	ramayana-ayodhyakanda:6,rigveda:4,gitagovinda:3
tan	dcs:369,vidyut:38,marker:1	rigveda:172,atharvaveda:61,gitagovinda:12
tanUkf	dcs:1	yoga-sutry_vyasa-bhashya:1
tand	dcs:2	rigveda:2
tap	dcs:612,vidyut:60	mahabharata-aranyakaparva:65,rigveda:57,atharvaveda:54
tapasy	dcs:25	mahabharata-aranyakaparva:3,ramayana-balakanda:2,mahabharata-adiparva:2
taralay	dcs:1	amaru-shataka:1
tarj	dcs:2	ramayana-sundarakanda:2
tarjay	dcs:14	mahabharata-dronaparva:3,ramayana-aranyakanda:2,kama-sutra:2
tarji	vidyut:7	ramayana-sundarakanda:3,mahabharata-shalyaparva:2,raghuvamsha:1
tark	vidyut:5	kama-sutra:3,devi-gita:1,manavadharmashastra:1
tarkay	dcs:32	mahabharata-aranyakaparva:7,ramayana-sundarakanda:6,mahabharata-virataparva:4
tarpay	dcs:107	mahabharata-aranyakaparva:29,mahabharata-adiparva:19,atharvaveda:11
tarpi	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-shalyaparva:1
tartar	dcs:5	rigveda:5
taruRAy	dcs:3	hatha-yoga-pradipika:1,shatakatrayam:1,shatakatrayam-serebryakov:1
taruz	dcs:5	rigveda:5
taruzy	dcs:1	rigveda:1
tas	dcs:101,vidyut:1	rigveda:22,atharvaveda:9,mahabharata-aranyakaparva:8
tavizIy	dcs:2	rigveda:2
tavizy	dcs:4	rigveda:3,atharvaveda:1
tetij	dcs:1	rigveda:1
tf	dcs:490,vidyut:13,marker:1	rigveda:167,ramayana-ayodhyakanda:37,atharvaveda:36
tfd	dcs:31,vidyut:12	rigveda:27,atharvaveda:9,ch-up:4
tfh	dcs:4	atharvaveda:3,kau-up:1
tfp	dcs:128,vidyut:8	rigveda:24,ch-up:21,mahabharata-adiparva:12
tfz	dcs:24,vidyut:2	rigveda:22,atharvaveda:2,mahabharata-aranyakaparva:1
tij	dcs:1	rigveda:1
tilvilAy	dcs:2	rigveda:2
tim	vidyut:1	mahabharata-aranyakaparva:1
titIrz	dcs:4	mahabharata-adiparva:1,mahabharata-udyogaparva:1,mahabharata-dronaparva:1
titfd	vidyut:2,dcs:2	atharvaveda:2,rigveda:2
titfps	dcs:2	rigveda:1,atharvaveda:1
titikz	dcs:19	mahabharata-udyogaparva:7,rigveda:3,mahabharata-adiparva:3
tizWAs	dcs:4	sub-up:3,br-up:1
toSay	dcs:2	rigveda:2
tolay	dcs:1	shukasaptati:1
tozay	dcs:57	mahabharata-aranyakaparva:14,mahabharata-adiparva:12,devi-gita:6
trA	dcs:166	rigveda:34,mahabharata-aranyakaparva:14,mahabharata-udyogaparva:14
trApi	vidyut:2	mahabharata-udyogaparva:1,mahabharata-ashvamedhikaparva:1
trAsay	dcs:61	mahabharata-dronaparva:18,mahabharata-aranyakaparva:8,ramayana-ayodhyakanda:7
trAsi	vidyut:3	mahabharata-bhishmaparva:1,mahabharata-shalyaparva:1,mahabharata-dronaparva:1
trE	vidyut:36	rigveda:15,mahabharata-dronaparva:5,mahabharata-bhishmaparva:3
trap	dcs:5,vidyut:4	mahabharata-udyogaparva:2,mahabharata-sabhaparva:2,ramayana-ayodhyakanda:2
tras	dcs:124,vidyut:9	mahabharata-dronaparva:31,ramayana-aranyakanda:14,mahabharata-aranyakaparva:13
truw	vidyut:3	shatakatrayam-serebryakov:2,mahabharata-adiparva:1
tsar	dcs:8,vidyut:1	rigveda:5,atharvaveda:3,paramarthasara-abhinavagupta:1
tu	dcs:1508,vidyut:1	mahabharata-dronaparva:158,mahabharata-aranyakaparva:142,mahabharata-udyogaparva:136
tuRqay	dcs:1	ramayana-sundarakanda:1
tuS	dcs:7	rigveda:7
tud	dcs:46,vidyut:23,marker:1	atharvaveda:16,rigveda:10,mahabharata-adiparva:8
tudAy	dcs:1	atharvaveda:1
tuj	dcs:49,vidyut:1	rigveda:48,atharvaveda:2
tujay	dcs:4	rigveda:2,atharvaveda:2
tulay	dcs:7	megha-duta:2,shatakatrayam:2,mahabharata-aranyakaparva:1
tur	dcs:22	rigveda:20,atharvaveda:2
turaRy	dcs:3	rigveda:3
turay	dcs:3	rigveda:3
tus	vidyut:3	mahabharata-shantiparva:2,shatakatrayam:1
tuz	dcs:220,vidyut:38	mahabharata-aranyakaparva:38,ramayana-balakanda:17,mahabharata-udyogaparva:13
tuzay	dcs:1	rigveda:1
tvakz	vidyut:1	rigveda:1
tvar	dcs:433,vidyut:7	mahabharata-dronaparva:130,mahabharata-karnaparva:56,mahabharata-bhishmaparva:43
tvaray	dcs:21	ramayana-ayodhyakanda:6,mahabharata-dronaparva:3,mahabharata-shantiparva:3
tviz	dcs:26,vidyut:2	rigveda:19,atharvaveda:6,mahabharata-karnaparva:2
tyAjay	dcs:4	buddhacharita:1,amaru-shataka:1,megha-duta:1
tyaj	dcs:916,vidyut:92	ramayana-ayodhyakanda:78,mahabharata-aranyakaparva:74,mahabharata-udyogaparva:56
u	dcs:143,vidyut:5	rigveda:81,atharvaveda:41,mahabharata-dronaparva:4
uB	dcs:181,vidyut:2	rigveda:105,atharvaveda:33,br-up:4
ubj	dcs:5,vidyut:4	atharvaveda:5,rigveda:4
uc	dcs:9,vidyut:6	rigveda:11,atharvaveda:3,ramayana-ayodhyakanda:1
ucCozay	dcs:1	ramayana-ayodhyakanda:1
ucCvi	dcs:4	amaru-shataka:2,br-up:2
udDAri	vidyut:1	raghuvamsha:1
udDarzi	vidyut:2	rigveda:1,mahabharata-dronaparva:1
udIri	vidyut:4	raghuvamsha:2,rigveda:2
udah	dcs:4	atharvaveda:2,ramayana-ayodhyakanda:2
udany	dcs:1	rigveda:1
udboDi	vidyut:1	hatha-yoga-pradipika:1
uddAdA	vidyut:1	mahabharata-udyogaparva:1
ude	dcs:8	atharvaveda:5,ch-up:3
udi	dcs:219,vidyut:7,marker:1	rigveda:35,atharvaveda:29,ch-up:26
udiNgi	vidyut:1	atharvaveda:1
udyoji	vidyut:1	ramayana-sundarakanda:1
uh	vidyut:2	rigveda:1,mahabharata-ashramavasikaparva:1
ujJA	dcs:4	atharvaveda:2,shatakatrayam-serebryakov:1,rigveda:1
ukz	dcs:58,vidyut:30	rigveda:32,atharvaveda:16,mahabharata-shalyaparva:5
ukzay	dcs:2	rigveda:2
und	dcs:13,vidyut:8	rigveda:8,atharvaveda:5,mahabharata-dronaparva:1
unmAdi	vidyut:3	ramayana-aranyakanda:1,atharvaveda:1,mahabharata-virataparva:1
unmajji	vidyut:2	manavadharmashastra:1,mahabharata-dronaparva:1
upAS	dcs:8	mahabharata-ashvamedhikaparva:2,mahabharata-udyogaparva:2,ramayana-balakanda:1
upAj	dcs:4	rigveda:3,atharvaveda:1
upArjay	dcs:21	mahabharata-aranyakaparva:4,shatakatrayam-serebryakov:3,mahabharata-udyogaparva:3
upAv	dcs:6	rigveda:5,atharvaveda:1
upaAdA	vidyut:2	nyaya-bhashya:1,gitarthasamgraha-abhinavagupta:1
upaAhf	vidyut:1	mahabharata-dronaparva:1
upaAnI	vidyut:2	ramayana-balakanda:1,buddhacharita:1
upaAs	vidyut:18	ramayana-ayodhyakanda:5,mahabharata-aranyakaparva:3,mahabharata-adiparva:2
upaAyA	vidyut:4	rigveda:1,mahabharata-ashvamedhikaparva:1,mahabharata-virataparva:1
upaDA	dcs:25,marker:1	ramayana-ayodhyakanda:6,ramayana-sundarakanda:6,raghuvamsha:2
upaDApi	vidyut:2	rigveda:2
upaIkz	vidyut:4	nyaya-bhashya:3,mahabharata-aranyakaparva:1
upaas	vidyut:12	mahabharata-aranyakaparva:3,kena-up:1,ramayana-ayodhyakanda:1
upadADA	vidyut:2	rigveda:1,atharvaveda:1
upamantri	vidyut:1	kama-sutra:1
upaprai	vidyut:2	rigveda:2
upapre	dcs:6	rigveda:3,kena-up:2,atharvaveda:1
uparC	dcs:3	atharvaveda:2,rigveda:1
upasaMpAdi	vidyut:2	ramayana-ayodhyakanda:2
upasame	dcs:4	jabala-up:1,kai-up:1,ch-up:1
upaveSi	vidyut:2	shukasaptati:1,br-up:1
upavid	dcs:1	rigveda:1
upe	dcs:215	mahabharata-aranyakaparva:31,mahabharata-adiparva:18,atharvaveda:10
upekz	dcs:48	mahabharata-udyogaparva:10,mahabharata-aranyakaparva:6,ramayana-ayodhyakanda:5
upez	dcs:2	atharvaveda:1,rigveda:1
upotTA	dcs:2	br-up:2
uqqIy	dcs:2	hatha-yoga-pradipika:1,yotat-up:1
uruzy	dcs:40	rigveda:40
utTA	dcs:409,vidyut:7	mahabharata-adiparva:36,mahabharata-aranyakaparva:35,atharvaveda:29
utTApi	vidyut:2	atharvaveda:1,ramayana-ayodhyakanda:1
utkaRW	dcs:8	ramayana-ayodhyakanda:5,ramayana-aranyakanda:1,gitagovinda:1
utkalApay	dcs:1	shukasaptati:1
utpAdi	vidyut:1	pr-up:1
utpAri	vidyut:1	atharvaveda:1
utpAti	vidyut:1	atharvaveda:1
uttAri	vidyut:2	shukasaptati:2
uttamB	dcs:4	br-up:2,rigveda:1,atharvaveda:1
uttamBay	dcs:1	hatha-yoga-pradipika:1
uz	dcs:17,vidyut:6	rigveda:12,atharvaveda:4,mahabharata-udyogaparva:2
vA	dcs:831,vidyut:15	rigveda:101,mahabharata-aranyakaparva:86,mahabharata-udyogaparva:61
vAS	dcs:48	rigveda:30,ramayana-aranyakanda:4,atharvaveda:3
vASay	dcs:1	rigveda:1
vAYC	dcs:27	mahabharata-aranyakaparva:6,shatakatrayam:5,atharvaveda:4
vAcay	dcs:15	ramayana-ayodhyakanda:3,mahabharata-adiparva:3,mahabharata-aranyakaparva:2
vAday	dcs:238	mahabharata-adiparva:33,ramayana-ayodhyakanda:33,mahabharata-udyogaparva:27
vAgurAy	dcs:1	hatha-yoga-pradipika:1
vAhay	dcs:57	mahabharata-adiparva:7,ramayana-ayodhyakanda:7,buddhacharita:5
vAhi	vidyut:11	ramayana-ayodhyakanda:2,hatha-yoga-pradipika:2,mahabharata-aranyakaparva:2
vAjay	dcs:46	rigveda:45,atharvaveda:1
vAji	vidyut:7	rigveda:6,atharvaveda:1
vAmay	dcs:1	mahabharata-aranyakaparva:1
vAnay	dcs:1	atharvaveda:1
vApay	dcs:12	raghuvamsha:3,mahabharata-adiparva:3,mahabharata-sabhaparva:1
