form_slp1	primary_lemma	primary_pos	primary_n	alt_lemma	alt_pos	alt_n
mahAsvanam	mahAsvana	noun	6	mahAsvanam	ind	1
mahAtapas	mahAtapas	noun	10	mahAtapa	noun	1
mahAtejas	mahAtejas	noun	15	mahAteja	noun	1
mahAvIryAn	mahAvIrya	noun	2	mahAvIryA	noun	1
mahAvegAm	mahAvegA	noun	2	mahAvega	noun	2
mahAvegAn	mahAvega	noun	2	mahAvegA	noun	1
mahAvega	mahAvega	noun	4	mahAvegA	noun	3
mahAvideha	mahAvidehA	noun	3	mahAvideha	noun	2
maharzIRAm	maharzi	noun	3	mahafzi	noun	3
maharzIn	maharzi	noun	1	mahafzi	noun	1
maharzaye	maharzi	noun	2	mahafzi	noun	2
maharze	maharzi	noun	2	mahafzi	noun	2
maharzi	maharzi	noun	3	mahafzi	noun	3
maharziRA	maharzi	noun	2	mahafzi	noun	2
maharzim	maharzi	noun	2	mahafzi	noun	2
maharzizu	maharzi	noun	3	mahafzi	noun	3
mahiman	mahiman	noun	3	mahimat	noun	2
mahodaya	mahodaya	noun	4	mahodayA	noun	3
makti	maj	noun	6	mac	noun	6
makti	maj	noun	6	maK	noun	6
makti	maj	noun	6	majj	noun	6
makti	maj	noun	6	mask	noun	6
makti	maj	noun	6	majji	noun	6
makti	maj	noun	6	maski	noun	6
maladAm	maladA	noun	2	malada	noun	1
malada	maladA	noun	3	malada	noun	2
mandi	mand	noun	9	mandi	noun	9
mandin	mand	noun	2	mandi	noun	2
mandinam	mand	noun	1	mandi	noun	1
manmanas	manman	noun	8	manmana	noun	1
manohA	manohA	noun	2	manohan	noun	2
manojavasA	manojavas	noun	3	manojavasa	noun	1
mantrayaDvam	mantr	verb	1	mantri	verb	1
mantrayamARa	mantr	noun	4	mantri	noun	4
mantrayeya	mantr	verb	1	mantri	verb	1
manujAtmajA	manujAtmajA	noun	3	manujAtmaja	noun	1
manuzyaDarma	manuzyaDarman	noun	3	manuzyaDarma	noun	2
mar	marv	noun	7	marvi	noun	7
marizyat	mF	noun	3	mf	noun	3
martyaDarma	martyaDarman	noun	3	martyaDarma	noun	2
maruDanva	maruDanvan	noun	3	maruDanva	noun	2
marutam	marut	noun	6	maruta	noun	3
marzaRIya	mfz	noun	6	marzi	noun	6
marzayetAm	marzi	verb	6	mfz	verb	2
masUra	masUra	noun	4	masUrA	noun	3
matipUrvakam	matipUrvaka	noun	3	matipUrvakam	ind	1
matipUrvam	matipUrva	noun	3	matipUrvam	ind	1
matsyaganDa	matsyaganDa	noun	4	matsyaganDA	noun	3
meDante	meD	verb	1	miD	verb	1
meDate	miD	noun	2	meD	noun	2
meDate	miD	noun	2	meD	verb	1
meDate	miD	noun	2	miD	verb	1
meGamAlA	meGamAlA	noun	3	meGamAla	noun	1
meGaravA	meGaravA	noun	3	meGarava	noun	1
meSa	miS	noun	4	meSi	noun	4
meSa	miS	noun	4	maS	verb	1
meSa	miS	noun	4	miS	verb	1
medatAm	mid	verb	3	mid	noun	2
medatAm	mid	verb	3	med	noun	2
medatAm	mid	verb	3	med	verb	2
mehatAm	mih	noun	2	mih	verb	1
meqi	meqi	noun	12	meq	noun	9
mezya	miz	noun	4	mezi	noun	4
mfdupUrvam	mfdupUrva	noun	3	mfdupUrvam	ind	1
mfgamandA	mfgamandA	noun	3	mfgamanda	noun	1
mfgamandAm	mfgamandA	noun	2	mfgamanda	noun	1
mfq	mfz	noun	21	mfj	noun	14
mfq	mfz	noun	21	mfq	noun	14
mfq	mfz	noun	21	mfS	noun	7
mfq	mfz	noun	21	mfkz	noun	7
mfq	mfz	noun	21	mfkzi	noun	7
mftapa	mftapa	noun	2	mftapA	noun	1
mitaBAziRI	mitaBAziRI	noun	8	mitaBAzin	noun	4
mitraGna	mitraGna	noun	4	mitraGnA	noun	3
mitrakru	mitrakrU	noun	5	mitrakru	noun	3
mitravat	mitravat	noun	6	mitravat	ind	1
mlecCanti	mlecC	noun	4	mlecC	verb	1
modanIya	modi	noun	6	mud	noun	2
mohanIya	muh	noun	2	mohi	noun	2
mok	moci	noun	21	moji	noun	7
mok	moci	noun	21	mohi	noun	7
momuhyamAnAm	momuhya	noun	3	momuh	noun	1
momuhyamAna	momuhya	noun	6	momuh	noun	2
muKyAyAm	muKya	noun	3	muKyA	noun	2
muda	mudA	noun	3	muda	noun	2
muda	mudA	noun	3	mud	noun	2
muhyatAm	muh	noun	2	muh	verb	2
muktAvalI	muktAvalI	noun	8	muktAvali	noun	6
mumUrzURAm	mumUrza	noun	3	mimarIza	noun	3
mumukzan	mokza	noun	2	mumuhiza	noun	2
muralA	muralA	noun	3	murala	noun	1
nADita	nAD	noun	2	nADi	noun	2
nADya	nAD	noun	2	nADi	noun	2
nASakam	nASi	noun	6	naS	noun	3
nAdayat	nAdi	noun	6	nad	noun	3
nAdyAt	nad	noun	6	nAdi	noun	4
nAdyAt	nad	noun	6	nAdi	verb	2
nAdyAt	nad	noun	6	nad	verb	1
nAdya	nad	noun	6	nAdi	noun	4
nAgadantA	nAgadantA	noun	3	nAgadanta	noun	1
nAgarAjam	nAgarAja	noun	3	nAgarAj	noun	2
nAkuli	nAkulI	noun	5	nAkuli	noun	3
nAmAm	nAmi	noun	5	nam	noun	4
nAmas	nAmi	noun	14	nam	noun	13
nAnadyamAna	nAnadya	noun	12	nAnad	noun	4
nAqIkA	nAqIkA	noun	3	nAqIka	noun	2
nAqa	nAqA	noun	3	nAqa	noun	2
nAre	nAri	noun	23	nAra	noun	18
nAsI	nAsi	noun	8	nAs	noun	4
nAsI	nAsi	noun	8	nas	noun	1
nAsti	nAsi	noun	12	nAs	noun	6
nAsti	nAsi	noun	12	nAsti	ind	1
nAti	nAvi	noun	12	nAyi	noun	12
nAtidIrGam	nAtidIrGa	noun	3	nAtidIrGam	ind	1
nAtikfcCrAt	nAtikfcCra	noun	2	nAtikfcCrAt	ind	1
nAtti	nAdi	noun	12	nAT	noun	6
nAtti	nAdi	noun	12	nad	noun	6
nAtti	nAdi	noun	12	nATi	noun	6
nAwakIyA	nAwakIyA	noun	3	nAwakIya	noun	1
nAyinI	nAyi	noun	8	nI	noun	4
nAyinI	nAyi	noun	8	nay	noun	4
nIrajas	nIrajas	noun	10	nIraja	noun	4
naciram	nacira	noun	3	naciram	ind	1
nagari	nagarI	noun	5	nagarin	noun	3
nak	nakki	noun	14	naS	noun	7
nak	nakki	noun	14	naK	noun	7
nak	nakki	noun	14	nak	ind	1
nakzAn	nakz	noun	7	nakzi	noun	4
namovfDA	namovfD	noun	3	namovfDa	noun	1
nandika	nandikA	noun	3	nandika	noun	2
nandinyAm	nandinI	noun	2	nandin	noun	1
nandinyAm	nandinI	noun	2	nand	noun	1
nandinyAm	nandinI	noun	2	nandi	noun	1
narakasTa	narakasTA	noun	3	narakasTa	noun	2
nard	nard	noun	7	narti	noun	7
nard	nard	noun	7	nardi	noun	7
narda	nard	noun	6	nardi	noun	4
narda	nard	noun	6	nard	verb	1
nartakIzu	nartakI	noun	2	nft	noun	1
nasyAm	nasyA	noun	2	nasya	noun	2
natAm	nat	noun	3	nata	noun	2
natAm	nat	noun	3	nam	noun	1
navIyas	navIyas	noun	5	navIya	noun	1
navIyas	navIyas	noun	5	navIyas	ind	1
navatAm	navatA	noun	2	navata	noun	2
navyas	navyas	noun	5	navya	noun	1
navyas	navyas	noun	5	navyas	ind	1
navyas	navyas	noun	5	nu	noun	1
nayamAna	nI	noun	4	nay	noun	4
nayetAm	nI	verb	2	nay	verb	1
nayitA	nay	noun	3	nay	verb	2
nazwarUpa	nazwarUpA	noun	3	nazwarUpa	noun	2
nedam	nedi	noun	16	ned	noun	11
nedam	nedi	noun	16	nid	noun	6
nelayanti	neli	noun	4	neli	verb	1
nelayati	neli	noun	2	neli	verb	1
nenijyAt	nenij	verb	2	nenijya	noun	2
nenijyAt	nenij	verb	2	nij	verb	1
net	nedi	noun	14	ned	noun	7
nfpAtmajA	nfpAtmajA	noun	3	nfpAtmaja	noun	2
nfpAtmajAn	nfpAtmaja	noun	2	nfpAtmajA	noun	1
nfpAtmaja	nfpAtmaja	noun	4	nfpAtmajA	noun	3
nfpAtmaje	nfpAtmaja	noun	18	nfpAtmajA	noun	14
nfpasutA	nfpasutA	noun	3	nfpasuta	noun	1
nfpasuta	nfpasutA	noun	3	nfpasuta	noun	2
nfpasute	nfpasutA	noun	14	nfpasuta	noun	9
nfta	nftA	noun	3	nft	noun	2
niDipA	niDipA	noun	2	niDipa	noun	1
niDipa	niDipa	noun	2	niDipA	noun	1
niSAnte	niSAnta	noun	18	niSam	noun	13
niSAnte	niSAnta	noun	18	niSAmi	noun	8
niSa	niSA	noun	3	niSa	noun	2
niSa	niSA	noun	3	niS	noun	2
niScAyaka	niSci	noun	4	niScApi	noun	4
niScalati	niScal	noun	4	niScal	verb	2
niScezwAnAm	niScezwa	noun	3	niScezwA	noun	2
nibADita	nibAD	noun	2	nibADi	noun	2
niboDAt	niboDi	noun	24	nibuD	noun	18
niboDayati	niboDi	noun	6	niboDi	verb	3
nicaranti	nicar	noun	4	nicar	verb	1
nidAtAram	nido	noun	2	nidA	noun	2
nidAyA	nidA	noun	5	nido	noun	4
nida	nidA	noun	5	nida	noun	2
nida	nidA	noun	5	nid	noun	2
nidaDAva	niDAv	verb	3	niDA	verb	1
nidiDyAs	nidiDyAsi	noun	7	nidiDyAsa	noun	7
nidigDa	nidigDA	noun	3	nidih	verb	2
nidigDa	nidigDA	noun	3	nidih	noun	2
nidita	nid	noun	2	nido	noun	2
nigamyante	nigAmi	verb	4	nigam	verb	1
nihatAm	nihan	noun	1	nihan	verb	1
nikzanti	nikz	noun	4	nikz	verb	1
nikzepya	nikzip	noun	4	nikzepi	noun	4
nikzepya	nikzip	noun	4	nikzepi	ind	2
nikzipatAm	nikzip	noun	2	nikzip	verb	2
nilInAnAm	nilAli	noun	24	nilI	noun	3
nimAtavya	nimA	noun	4	nimi	noun	2
nimAtavya	nimA	noun	4	nime	noun	2
nimIlitAnAm	nimIl	noun	3	nimIli	noun	3
nimantryamARa	nimantr	noun	2	nimantri	noun	2
ninIzA	ninIza	noun	9	ninIzi	noun	5
ninIzu	ninI	noun	3	ninIza	noun	3
ninama	ninAmi	noun	8	ninam	noun	6
ninama	ninAmi	noun	8	ninam	verb	1
nindaka	nind	noun	6	nindi	noun	4
nindyAsu	nind	noun	1	nindi	noun	1
nindyamAna	nind	noun	2	nindi	noun	2
nindyatAm	nindyatA	noun	2	nind	verb	1
nindyatAm	nindyatA	noun	2	nindi	verb	1
nipad	nipad	noun	7	nipat	noun	7
nipat	nipad	noun	7	nipat	noun	7
nirAbADa	nirAbAD	noun	8	nirAbADi	noun	8
nirAkarizyat	nirAkf	noun	3	nirAkf	verb	1
nirBAjya	nirBaj	noun	2	nirBAji	noun	2
nirBAjya	nirBaj	noun	2	nirBAji	ind	1
nirBoga	nirBuj	noun	4	nirBoji	noun	2
nirIkzyamARa	nirIkz	noun	2	nirIkzi	noun	2
nirRuda	nirRud	noun	4	nirRud	verb	2
niraDAt	nirDe	verb	1	nirDA	verb	1
niravocam	nirbrU	verb	1	nirvac	verb	1
nirbanDanIya	nirbanD	noun	2	nirbanDi	noun	2
nirbanDin	nirbanD	noun	2	nirbanDi	noun	2
nirdiSa	nirdiS	noun	2	nirdiS	verb	1
nirgacCatAm	nirgam	noun	2	nirgam	verb	1
nirhata	nirhan	noun	2	nirhan	verb	1
nirjijYAsa	nirjijYAsa	noun	10	nirjijYAsi	noun	8
nirmantra	nirmantr	noun	10	nirmantri	noun	8
nirmantra	nirmantr	noun	10	nirmantr	verb	1
nirmfzwa	nirmfj	noun	2	nirmfj	verb	1
nirmumukzu	nirmokza	noun	6	nirmokzi	noun	3
nirvAhaka	nirvAhi	noun	4	nirvah	noun	2
nirvAkya	nirvac	noun	4	nirbrU	noun	2
nirvApaka	nirvAji	noun	4	nirvApi	noun	4
nirvApaka	nirvAji	noun	4	nirvap	noun	2
nirvAsya	nirvA	noun	4	nirvas	noun	2
nirvAsya	nirvA	noun	4	nirvAsi	noun	2
nirvAsya	nirvA	noun	4	nirvAsi	ind	1
nirvaktum	nirbrU	ind	2	nirvac	ind	2
nirvedanam	nirvid	noun	9	nirvedi	noun	9
nirvft	nirvf	noun	7	nirvft	noun	7
nirvivitsa	nirvivitsa	noun	10	nirvividiza	noun	10
nirvivitsa	nirvivitsa	noun	10	nirvivitsi	noun	8
nirvivitsa	nirvivitsa	noun	10	nirvividizi	noun	8
nirvivitsa	nirvivitsa	noun	10	nirvividiza	verb	2
nispfSa	nispfS	noun	2	nispfS	verb	1
nissaNgam	nissaYj	noun	6	nissaYji	noun	3
nissaYja	nissaYji	noun	6	nissaYj	noun	4
nitodin	nitud	noun	2	nitodi	noun	2
nityavatsAm	nityavatsA	noun	2	nityavatsa	noun	2
nityavyaya	nityavyayA	noun	3	nityavyaya	noun	2
nivApita	nivAji	noun	2	nivApi	noun	2
nivartsyati	nivft	noun	3	nivft	verb	1
nivas	nivas	noun	7	nivA	noun	1
nivasatAm	nivas	noun	2	nivas	verb	2
niveda	nivedi	noun	8	nivid	noun	6
niveda	nivedi	noun	8	nivid	verb	2
nivft	nivf	noun	14	nivft	noun	7
niyA	niyA	noun	22	niyAvi	noun	6
niyAta	niyAti	noun	8	niyA	noun	2
niyAta	niyAti	noun	8	niyat	noun	2
niyAta	niyAti	noun	8	niyA	verb	1
niyamyA	niyam	noun	1	niyAmi	noun	1
nizeDaka	niziD	noun	4	nizeDi	noun	4
nizeDya	niziD	noun	2	nizeDi	noun	2
nizeDya	niziD	noun	2	nizeDi	ind	1
nizevin	nizevi	noun	4	nizev	noun	2
nizevin	nizevi	noun	4	niziv	noun	2
nizevyamARa	nizevi	noun	4	nizev	noun	2
nizpat	nizpad	noun	14	nizpat	noun	7
nizwan	nizwaNk	noun	7	nizwaNki	noun	7
nizwya	nizwya	noun	4	nizwyA	noun	3
nyaYcana	nyaYc	noun	2	nyaYci	noun	2
nyamantrayetAm	nimantr	verb	1	nimantri	verb	1
nyasyatAm	nyas	verb	3	nyas	noun	2
nyayAmi	niyam	verb	1	niyAmi	verb	1
nyoka	nyuc	noun	4	nyoci	noun	2
oBA	oBi	noun	5	uB	noun	2
oBe	oBi	noun	21	uB	noun	18
oRi	oRi	noun	15	oR	noun	9
okas	okas	noun	5	oka	noun	1
okas	okas	noun	5	uc	noun	2
okas	okas	noun	5	oci	noun	1
otum	otu	noun	6	u	ind	1
pATya	pATi	noun	6	paT	noun	2
pAdatale	pAdatala	noun	9	pAdatale	ind	1
pAdu	pAdU	noun	5	pAdu	noun	3
pAjas	pAjas	noun	5	pAja	noun	1
pAjasya	pAja	noun	2	pAjasya	noun	2
pAnaBUmi	pAnaBUmI	noun	5	pAnaBUmi	noun	3
pApIyas	pApIyas	noun	10	pApIya	noun	1
pApahara	pApahara	noun	4	pApaharA	noun	3
pApaka	pApaka	noun	4	pApacya	noun	4
pApaka	pApaka	noun	4	pApac	noun	2
pApakftAm	pApakft	noun	3	pApakfta	noun	1
pAraRIya	pAri	noun	16	pF	noun	2
pArayat	pAri	noun	24	pF	noun	3
pArita	pAri	noun	16	pF	noun	2
pAvaki	pAvakI	noun	5	pAvaki	noun	3
pAwayata	pAwi	verb	2	paw	verb	1
pItavatI	pA	noun	4	pI	noun	4
pIvas	pIvas	noun	5	pIv	noun	3
pIvas	pIvas	noun	5	pIvi	noun	2
pUjayatAm	pUji	noun	4	pUji	verb	4
pUrRagarBa	pUrRagarBA	noun	3	pUrRagarBa	noun	2
pUrayantam	pUri	noun	2	pUr	noun	1
pUrvAByAsena	pUrvAByAsa	noun	2	pUrvAByAsena	ind	1
pUrvacitti	pUrvacittI	noun	5	pUrvacitti	noun	3
pUrvaje	pUrvajA	noun	20	pUrvaja	noun	18
paRI	paRi	noun	6	paRin	noun	1
paScArDe	paScArDa	noun	9	paScArDe	ind	1
paSudA	paSudA	noun	5	paSuda	noun	1
paSuza	paSuza	noun	2	paSuzA	noun	1
paSuze	paSuza	noun	9	paSuzA	noun	6
paWatas	paW	noun	5	paW	verb	1
paYcASa	paYcASA	noun	3	paYcASa	noun	2
paYcacUqa	paYcacUqA	noun	3	paYcacUqa	noun	2
paYcaparvA	paYcaparvan	noun	2	paYcaparva	noun	1
pacatam	pacata	noun	9	pac	verb	1
padanI	padi	noun	2	pad	noun	1
padmarUpA	padmarUpA	noun	3	padmarUpa	noun	1
padminyas	padmin	noun	4	padminI	noun	4
pakzyati	pac	noun	3	pac	verb	1
palAlI	palAlI	noun	8	palAli	noun	6
pan	paYc	noun	14	paRq	noun	14
pan	paYc	noun	14	paRqi	noun	14
pan	paYc	noun	14	paYci	noun	14
pan	paYc	noun	14	panT	noun	7
pan	paYc	noun	14	paMs	noun	7
pan	paYc	noun	14	paMsi	noun	7
pan	paYc	noun	14	panTi	noun	7
panAyya	panAyi	noun	2	panAya	noun	2
panTana	panT	noun	2	panTi	noun	2
panTin	panT	noun	2	panTi	noun	2
panyas	panyas	noun	5	panya	noun	1
papa	pA	verb	2	pE	verb	1
papus	papu	noun	4	pA	verb	2
papus	papu	noun	4	pE	verb	1
par	parv	noun	7	parvi	noun	7
parARaya	parARI	noun	6	parARI	verb	1
parAdadi	parAdadi	noun	3	parAdA	verb	1
parAkramin	parAkram	noun	2	parAkrAmi	noun	2
parAmarSin	parAmfS	noun	2	parAmarSi	noun	2
parAsikta	parAsic	noun	2	parAsic	verb	1
parAvAk	parAvAci	noun	21	parAvac	noun	7
parAvAk	parAvAci	noun	21	parAvAji	noun	7
parAvarg	parAvarji	noun	21	parAvfj	noun	7
parAvark	parAvarji	noun	21	parAvfj	noun	7
parAvfkta	parAvfj	noun	6	parAvfj	verb	1
parakAya	pf	noun	6	pF	noun	6
paramatA	paramatA	noun	3	paramata	noun	1
paramparam	parampara	noun	6	paramparam	ind	1
pariSrutAm	pariSrut	noun	3	pariSruta	noun	2
paribADa	paribADA	noun	3	paribADa	noun	2
paricArikAyAm	paricArikA	noun	2	paricArika	noun	1
paricCad	paricCad	noun	7	paricCAdi	noun	7
paricara	paricara	noun	4	paricarA	noun	3
parikalpana	parikalpanA	noun	3	parikalpana	noun	2
pariraTya	pariraTyA	noun	3	pariraTya	noun	2
parisaNKyAta	parisaMKyA	noun	2	parisaMKyA	verb	1
parisaNKyAya	parisaMKyA	noun	8	parisaMKyA	ind	1
parispfzwa	parispfzwa	noun	2	parspfS	verb	1
parivedana	parivedanA	noun	3	parivedana	noun	2
parogavyUti	parogavyUti	noun	3	parogavyUti	ind	1
paruzARAm	paruza	noun	12	paruzA	noun	2
parvAt	parv	noun	6	parvi	noun	4
parvataja	parvatajA	noun	3	parvataja	noun	2
parviRI	parviRI	noun	8	parv	noun	4
parviRI	parviRI	noun	8	parvi	noun	4
paryAvft	paryAvf	noun	7	paryAvft	noun	7
paryAyin	parii	noun	2	paryAi	noun	2
paryanuyojya	paryanuyuj	noun	2	paryanuyoji	noun	2
paryanuyojya	paryanuyuj	noun	2	paryanuyoji	ind	1
paryanvezam	paryanvezi	noun	14	paryanviz	noun	9
paryupAs	paryupaAs	noun	7	paryupaAsi	noun	7
paryupAsyanta	paryupaAs	verb	1	paryupaAsi	verb	1
parzaRi	parzaRi	noun	3	parzi	noun	2
parzaRi	parzaRi	noun	3	pfz	noun	1
parzaRi	parzaRi	noun	3	parz	noun	1
pataNgAnAm	pataMga	noun	9	pataMgA	noun	2
patayatsu	pata	noun	2	pati	noun	2
patayizRu	pati	noun	3	pata	noun	3
patizyamARa	pat	noun	2	pata	noun	2
patizyamARa	pat	noun	2	pati	noun	2
peSya	peSi	noun	6	piS	noun	4
peSya	peSi	noun	6	peS	noun	2
pepIyamAna	pepIya	noun	16	pepi	noun	2
pepIyamAna	pepIya	noun	16	pepI	noun	2
pezaRi	pezaRI	noun	5	pezaRi	noun	3
pezaRi	pezaRI	noun	5	pezi	noun	2
pezaRi	pezaRI	noun	5	piz	noun	1
pezaRi	pezaRI	noun	5	pez	noun	1
pfRat	pF	noun	3	pfR	noun	3
pfSnigu	pfSnigu	noun	6	pfSnigo	noun	3
pfTuSravas	pfTuSravas	noun	10	pfTuSrava	noun	1
pfTuSroRi	pfTuSroRI	noun	5	pfTuSroRi	noun	3
pfTujrayas	pfTujrayas	noun	5	pfTujraya	noun	1
pfkzas	pfkz	noun	12	pfkza	noun	2
pinAkinI	pinAkinI	noun	8	pinAkin	noun	4
pinAkinI	pinAkinI	noun	8	pinAki	noun	3
pipIla	pIl	verb	3	pipIla	noun	2
pitfdevatA	pitfdevatA	noun	3	pitfdevata	noun	1
pitfgaRa	pitfgaRA	noun	3	pitfgaRa	noun	2
pitfvat	pitfvat	noun	3	pitfvat	ind	1
plavaNgama	plavaMgamA	noun	3	plavaMgama	noun	2
poTita	poTi	noun	4	puT	noun	2
poplUyamAna	poplUya	noun	4	poplu	noun	2
prADAvam	prasf	verb	1	praDAv	verb	1
prADvam	prADva	noun	6	prADvam	ind	1
prARada	prARada	noun	6	prARadA	noun	4
prARasama	prARasama	noun	4	prARasamA	noun	3
prAguttarAm	prAguttarA	noun	2	prAguttara	noun	1
prAktAt	praaYc	noun	2	praaYj	noun	2
prAnyA	praan	noun	1	praAni	noun	1
prAp	praAp	noun	7	prApi	noun	7
prAp	praAp	noun	7	praApi	noun	7
prApayeya	prApi	verb	1	praApi	verb	1
prApayizyanti	prApi	noun	4	praApi	noun	4
prApayizyanti	prApi	noun	4	prApi	verb	1
prApayizyanti	prApi	noun	4	praApi	verb	1
prAptakAla	prAptakAla	noun	4	prAptakAlA	noun	3
prAptakAlam	prAptakAla	noun	6	prAptakAlam	ind	1
prArcat	praarc	noun	6	praarc	verb	2
prAsAvIt	prasu	verb	1	prasU	verb	1
prAsaham	prAsah	noun	4	prAsaha	noun	3
prAsaham	prAsah	noun	4	prasah	verb	1
prAvad	praav	noun	3	praav	verb	1
prAvartayetAm	praAvarti	verb	3	pravarti	verb	1
prAvita	praav	noun	2	prAvi	noun	2
prAvita	praav	noun	2	praAvi	noun	2
prAyaRAntam	prAyaRAnta	noun	3	prAyaRAntam	ind	1
prAyus	prAyus	noun	9	prA	verb	1
prAyus	prAyus	noun	9	prayA	verb	1
prAyya	prIRi	noun	6	prI	noun	2
prItidAya	prItida	noun	4	prItidAya	noun	2
praBare	praBf	noun	27	praBf	verb	1
praBftya	praBf	noun	2	praBf	ind	1
praBojas	praBoji	noun	15	praBuj	noun	1
praDAvantIm	prasf	noun	1	praDAv	noun	1
praDAvantyA	prasf	noun	1	praDAv	noun	1
praDAvat	prasf	noun	3	praDAv	noun	3
praDAvet	prasf	verb	1	praDAv	verb	1
praDAveta	praDAv	verb	2	prasf	verb	1
praDarzitAyAm	praDarzi	noun	2	praDfz	noun	1
praDarzita	praDarzi	noun	4	praDfz	noun	2
praDvaMsin	praDvaMs	noun	2	praDvaMsi	noun	2
praGasa	praGasA	noun	3	praGasa	noun	2
praGasa	praGasA	noun	3	praad	noun	2
praRASin	praRaS	noun	2	praRASi	noun	2
praRadatAm	praRad	noun	2	praRad	verb	1
praRipAtin	praRipat	noun	2	praRipAti	noun	2
praRipat	praRipad	noun	7	praRipat	noun	7
praRud	praRud	noun	14	praRu	noun	7
praRudatAm	praRud	noun	4	praRud	verb	3
praRude	praRud	noun	24	praRud	verb	1
praSAmyamAna	praSAmi	noun	4	praSam	noun	2
praTamajA	praTamajA	noun	2	praTamaja	noun	1
praTamajAm	praTamajA	noun	4	praTamaja	noun	1
praTamaja	praTamaja	noun	2	praTamajA	noun	1
praTamajam	praTamaja	noun	3	praTamajA	noun	2
praTamavirahe	praTamaviraha	noun	9	praTamavirahe	ind	1
praTi	prATi	noun	9	praT	noun	6
prabADita	prabAD	noun	2	prabADi	noun	2
prabuDAm	prabuD	noun	15	prabuDa	noun	1
pracal	pracal	noun	14	pracAli	noun	7
pradagDA	pradah	noun	3	pradah	verb	2
pradivas	pradiv	noun	25	pradivas	ind	1
pradravatAm	pradru	noun	2	pradru	verb	1
pragarDin	pragfD	noun	2	pragarDi	noun	2
prahA	prahA	noun	16	prahAyi	noun	6
prahA	prahA	noun	16	prahAvi	noun	6
praharatAm	prahf	noun	2	prahf	verb	2
praharzin	prahfz	noun	2	praharzi	noun	2
prajanya	prajan	noun	2	prajAni	noun	2
prajanya	prajan	noun	2	prajan	ind	1
prakASanIya	prakASi	noun	6	prakAS	noun	4
prakASyamAna	prakAS	noun	8	prakASi	noun	6
prakArin	prakAri	noun	4	prakf	noun	2
prakArin	prakAri	noun	4	prakF	noun	2
prakalpita	prakalpitA	noun	3	prakalpi	noun	2
prakrIqita	prakrIq	noun	2	prakrIqi	noun	2
pralap	pralap	noun	7	pralaB	noun	7
praloBitA	praluB	noun	2	praluB	verb	2
praloBitA	praluB	noun	2	praloBi	verb	2
praloBitA	praluB	noun	2	praloBi	noun	1
pram	pra	noun	3	pram	ind	1
pramAtavya	pramA	noun	4	pramI	noun	2
pramIyamARa	pramI	noun	8	pramA	noun	4
pramad	pramad	noun	21	pramaT	noun	7
pramad	pramad	noun	21	pramAdi	noun	7
pramadvara	pramadvarA	noun	3	pramadvara	noun	2
prapUraRa	prapUr	noun	4	prapUri	noun	4
prapUriRI	prapUr	noun	8	prapUri	noun	8
prapUrita	prapUri	noun	4	prapUr	noun	2
prapaTa	prapaTa	noun	4	prapaTA	noun	3
prapat	prapad	noun	14	prapat	noun	7
prarudita	prarud	noun	2	prarud	verb	1
prasADinI	prasADi	noun	8	prasAD	noun	4
prasAd	prasAdi	noun	14	prasADi	noun	14
prasAd	prasAdi	noun	14	prasAD	noun	7
prasAd	prasAdi	noun	14	pras	noun	4
prasAd	prasAdi	noun	14	prAsi	noun	4
prasAdaka	prasAdi	noun	8	prasad	noun	4
prasTApayizyati	prasTApi	noun	3	prasTApi	verb	1
prasUyaDvam	prasU	verb	4	prasu	verb	3
prasaNKyAya	prasaMKyA	noun	8	prasaMKyA	ind	1
prasad	prasad	noun	14	praas	noun	3
prasamIkzita	prasamIkz	noun	2	prasamIkzi	noun	2
prasavantIm	prasavantI	noun	2	prasu	noun	1
prasnApayanti	prasnApi	noun	4	prasnApi	verb	1
prasnAtI	prasnA	noun	16	prasnAvi	noun	12
prasravaRAnAm	prasravaRa	noun	6	prasru	noun	2
prasuvAna	prasU	noun	4	prasu	noun	2
prasvas	prasU	noun	40	praas	verb	1
prat	praT	noun	7	prATi	noun	7
prat	praT	noun	7	pracCi	noun	7
pratApin	pratap	noun	2	pratApi	noun	2
pratIkzin	pratiIkz	noun	2	pratiIkzi	noun	2
prataNka	prataNk	noun	8	prataNki	noun	8
prataNka	prataNk	noun	8	prataNk	verb	1
pratapat	pratapat	noun	7	pratap	noun	3
pratiDAvatAt	pratisf	verb	2	pratiDAv	verb	2
pratiDAyi	pratiDI	noun	3	pratiDA	noun	3
pratiDAyi	pratiDI	noun	3	pratiDAyi	noun	3
pratiDehi	pratiDA	verb	1	pratidADA	verb	1
pratiGAtin	pratihan	noun	2	pratiGAti	noun	2
pratibanDin	pratibanD	noun	2	pratibanDi	noun	2
praticakzi	praticakz	noun	9	praticakzi	noun	9
praticakzyA	praticakz	noun	1	praticakzi	noun	1
praticikIrzu	praticikIrza	noun	6	praticikIrzi	noun	3
pratiharyanti	pratihary	noun	4	pratihary	verb	1
pratijanya	pratijan	noun	2	pratijAni	noun	2
pratijanya	pratijan	noun	2	pratijan	ind	1
pratimitA	pratimit	noun	3	pratimA	noun	1
pratinandita	pratinand	noun	2	pratinandi	noun	2
pratiprayAta	pratiprayA	noun	2	pratiprayA	verb	1
pratirAva	pratirAvi	noun	8	pratiru	noun	2
pratisaMDIyete	pratisaMDI	verb	2	pratisaMDA	verb	1
