lemma_slp1	source	registers
taruRendu	vidyut:1	shatakatrayam:1
tarukza	vidyut:2	rigveda:2
tarus	dcs:2	rigveda:2
tarutf	dcs:11,vidyut:4	rigveda:15
tarutra	dcs:9	rigveda:9
taruz	dcs:5	rigveda:5
taruza	dcs:3	rigveda:3
taruzy	dcs:1	rigveda:1
tarya	vidyut:2	rigveda:2
tarza	dcs:5	buddhacharita:4,ramayana-ayodhyakanda:1
tarzyAvat	dcs:2	rigveda:2
tasTu	vidyut:1	mahabharata-aranyakaparva:1
tasara	dcs:1	rigveda:1
taskara	dcs:28	manavadharmashastra:7,rigveda:6,mahabharata-aranyakaparva:3
tasmAt	dcs:795	mahabharata-adiparva:55,mahabharata-aranyakaparva:54,mahabharata-udyogaparva:45
tastuva	vidyut:2	atharvaveda:2
tatAmaha	dcs:3	atharvaveda:3
tatPala	vidyut:6	manavadharmashastra:2,mahabharata-aranyakaparva:2,vedartha-samgraha_ramanuja:1
tata	dcs:1	rigveda:1
tatanuzwi	dcs:2	rigveda:2
tatas	dcs:2513	mahabharata-aranyakaparva:344,mahabharata-dronaparva:310,mahabharata-adiparva:182
tatkAla	dcs:3,vidyut:3	mahabharata-aranyakaparva:2,kama-sutra:1,shukasaptati:1
tatkArin	vidyut:1	pratyabhijna-hridaya_kshemaraja:1
tatkarmakArin	vidyut:1	manavadharmashastra:1
tatkfte	vidyut:5	mahabharata-adiparva:4,mahabharata-dronaparva:1
tatkulIna	vidyut:2	mahabharata-adiparva:1,mahabharata-udyogaparva:1
tatkzaRa	vidyut:14	amaru-shataka:3,ramayana-ayodhyakanda:2,ramayana-balakanda:2
tatpUrva	vidyut:1	raghuvamsha:1
tatpUrvasaNga	vidyut:1	raghuvamsha:1
tatpada	vidyut:6,marker:2,dcs:2	gitartha-samgraha_yamunacharya:2,devi-gita:2,gitarthasamgraha-abhinavagupta:1
tatparAyaRa	marker:2,vidyut:2	bhagavadgita-prabhupada:2,ramanuja_gitabhashya:1,bhagavadgita-sharma:1
tatpara	dcs:55,marker:6,vidyut:1	bhagavadgita-prabhupada:5,ramayana-aranyakanda:4,mahabharata-bhishmaparva:4
tatpraDAna	vidyut:1	manavadharmashastra:1
tatprakAra	vidyut:2,marker:1	vedartha-samgraha_ramanuja:2,gitartha-samgraha_yamunacharya:1
tatra	dcs:1357	mahabharata-aranyakaparva:172,mahabharata-adiparva:124,mahabharata-dronaparva:112
tatrasTa	dcs:14	mahabharata-shalyaparva:4,ramayana-sundarakanda:2,mahabharata-aranyakaparva:2
tatratya	dcs:3	devi-gita:2,jabala-up:1
tatsTAna	vidyut:3	mahabharata-udyogaparva:1,mahabharata-karnaparva:1,mahabharata-sabhaparva:1
tatsTa	vidyut:5	yoga-sutry_vyasa-bhashya:1,yoga-sutry:1,yoga-sutry_sharma:1
tatsadfSa	vidyut:2	raghuvamsha:1,yoga-sutry_vyasa-bhashya:1
tatsama	vidyut:7,dcs:1	manavadharmashastra:2,shv-up:1,mahabharata-adiparva:1
tatsina	dcs:1	rigveda:1
tatspfzwin	vidyut:1	manavadharmashastra:1
tattvArTa	vidyut:1	ramayana-aranyakanda:1
tattva	dcs:423,vidyut:2,marker:1	mahabharata-bhishmaparva:24,mahabharata-aranyakaparva:23,mahabharata-ashvamedhikaparva:23
tattvaBAva	vidyut:3	kat-up:2,mahabharata-udyogaparva:1
tattvaboDa	vidyut:1	hatha-yoga-pradipika:1
tattvadarSin	vidyut:25,marker:9	mahabharata-adiparva:8,bhagavadgita-1909:3,gitarthasamgraha-abhinavagupta:3
tattvajYAna	vidyut:32	nyaya-bhashya:21,yoga-sutry_vyasa-bhashya:4,sankhya-karika:3
tattvajYa	vidyut:8,marker:1	mahabharata-adiparva:2,ramayana-balakanda:2,ramanuja_gitabhashya:1
tattvavid	vidyut:29,marker:12	bhagavadgita-prabhupada:4,mahabharata-bhishmaparva:3,bhagavadgita-erman:3
taturi	dcs:4,vidyut:2	rigveda:6
tavAgA	dcs:1	rigveda:1
tavIyas	dcs:4,vidyut:1	rigveda:4,atharvaveda:1
tavas	dcs:31,vidyut:12	rigveda:40,atharvaveda:3
tavastama	dcs:2	rigveda:2
tavastara	dcs:1	atharvaveda:1
tavasvat	dcs:1	rigveda:1
tavasya	dcs:1	rigveda:1
tavizI	dcs:41	rigveda:41
tavizImat	dcs:1	rigveda:1
tavizIvat	dcs:1,vidyut:1	rigveda:2
tavizIy	dcs:2	rigveda:2
tavizIyu	dcs:1	rigveda:1
taviza	dcs:19,vidyut:2	rigveda:18,atharvaveda:3
tavizy	dcs:4	rigveda:3,atharvaveda:1
tavizyA	dcs:1	rigveda:1
tavya	dcs:1	rigveda:1
tavyas	dcs:7,vidyut:1	rigveda:8
tawAGAta	dcs:1	kumarasambhava:1
tawAka	dcs:11	ramayana-aranyakanda:6,ramayana-ayodhyakanda:2,mahabharata-aranyakaparva:1
tawI	dcs:3	gitagovinda:2,shatakatrayam:1
tawa	dcs:15	gitagovinda:2,raghuvamsha:2,shatakatrayam:2
tawadruma	vidyut:1	buddhacharita:1
tawinI	dcs:3	amaru-shataka:2,shatakatrayam:1
tazwf	dcs:2	rigveda:1,atharvaveda:1
tej	vidyut:1	rigveda:1
tejIyas	dcs:1	rigveda:1
tejaHpraBa	marker:1,vidyut:1	ramayana-balakanda:2
tejana	dcs:6	atharvaveda:4,buddhacharita:1,manavadharmashastra:1
tejas	dcs:777	mahabharata-aranyakaparva:79,atharvaveda:73,mahabharata-udyogaparva:47
tejasvat	dcs:1	atharvaveda:1
tejasvin	dcs:174	mahabharata-aranyakaparva:27,mahabharata-adiparva:18,mahabharata-dronaparva:13
tejasvitva	vidyut:1	mahabharata-udyogaparva:1
teji	vidyut:1	rigveda:1
tejizWa	dcs:3,vidyut:2	rigveda:5
tejobalasamAyukta	vidyut:2	mahabharata-aranyakaparva:1,ramayana-sundarakanda:1
tejohara	vidyut:2	buddhacharita:1,mahabharata-udyogaparva:1
tejomAtrA	vidyut:1	pr-up:1
tejomaRqala	vidyut:1	pr-up:1
tejomaya	vidyut:31,marker:3	br-up:13,mahabharata-aranyakaparva:4,bhagavadgita-prabhupada:2
tejoniDi	vidyut:1	mahabharata-udyogaparva:1
tejorASi	vidyut:11,marker:5,dcs:5	mahabharata-aranyakaparva:3,mahabharata-udyogaparva:2,bhagavadgita-burba:1
tejovat	dcs:2	ramayana-sundarakanda:1,ramayana-aranyakanda:1
tejovftta	vidyut:1	manavadharmashastra:1
tepi	vidyut:1	ramayana-balakanda:1
tetij	dcs:1	rigveda:1
tf	dcs:288,vidyut:13	rigveda:137,atharvaveda:28,ramayana-ayodhyakanda:23
tfMh	vidyut:1	rigveda:1
tfR	vidyut:2	atharvaveda:2
tfRANkura	vidyut:2	shatakatrayam:1,yoga-sutry_vyasa-bhashya:1
tfRAgni	vidyut:1	manavadharmashastra:1
tfRIkf	dcs:4	mahabharata-dronaparva:2,mahabharata-adiparva:1,mahabharata-udyogaparva:1
tfRa	dcs:87	atharvaveda:11,manavadharmashastra:10,shatakatrayam:8
tfRaBUta	vidyut:1	mahabharata-dronaparva:1
tfRabindu	dcs:2	raghuvamsha:1,mahabharata-shalyaparva:1
tfRacCedin	vidyut:1	manavadharmashastra:1
tfRajAti	vidyut:1	manavadharmashastra:1
tfRajalAyukA	dcs:1	br-up:1
tfRakAzWa	vidyut:1	mai-up:1
tfRakUwa	vidyut:1	jabala-up:1
tfRaka	dcs:1	mahabharata-adiparva:1
tfRalava	vidyut:1	shatakatrayam:1
tfRamaya	vidyut:1	mahabharata-aranyakaparva:1
tfRamuzwi	vidyut:1	mahabharata-aranyakaparva:1
tfRaprAya	vidyut:1	mahabharata-udyogaparva:1
tfRaskanda	vidyut:1,dcs:1	rigveda:2
tfRavat	vidyut:2,dcs:2	ramayana-sundarakanda:1,mahabharata-dronaparva:1,shatakatrayam:1
tfRodaka	vidyut:2	ch-up:1,br-up:1
tfRolapa	vidyut:3	mahabharata-dronaparva:2,mahabharata-udyogaparva:1
tfRolkA	vidyut:3	buddhacharita:2,mahabharata-udyogaparva:1
tfca	dcs:3	manavadharmashastra:2,atharvaveda:1
tfd	dcs:25,vidyut:2	rigveda:22,atharvaveda:4,gitarthasamgraha-abhinavagupta:1
tfdila	vidyut:1	rigveda:1
tfh	dcs:4	atharvaveda:3,kau-up:1
tfkzi	vidyut:2,dcs:2	rigveda:4
tfp	dcs:127,vidyut:7	rigveda:24,ch-up:21,mahabharata-adiparva:12
tfpala	dcs:2	rigveda:2
tfpalapraBarman	vidyut:2	rigveda:2
tfpra	vidyut:2	rigveda:2
tfpradaMSin	vidyut:2	atharvaveda:2
tfptAtman	vidyut:2	bhagavadgita-burba:1,bhagavadgita-1914:1
tfptIkf	dcs:1	shukasaptati:1
tfpti	dcs:49	mahabharata-adiparva:6,manavadharmashastra:3,ramayana-balakanda:3
tftIyA	dcs:2	ramayana-ayodhyakanda:1,mahabharata-aranyakaparva:1
tftIyAMSa	vidyut:1	manavadharmashastra:1
tftIya	dcs:155	rigveda:30,atharvaveda:28,mahabharata-aranyakaparva:7
tftIyaka	dcs:5	atharvaveda:3,kama-sutra:1,devi-gita:1
tftIyasavana	dcs:8	ch-up:7,ramayana-balakanda:1
tftIyin	vidyut:1	manavadharmashastra:1
tftsu	dcs:5	rigveda:5
tfz	dcs:24,vidyut:2	rigveda:22,atharvaveda:2,mahabharata-aranyakaparva:1
tfzA	dcs:8	hatha-yoga-pradipika:4,shatakatrayam:1,shatakatrayam-serebryakov:1
tfzArta	vidyut:1	mahabharata-adiparva:1
tfzRA	dcs:53,vidyut:1	shatakatrayam-serebryakov:9,shatakatrayam:7,buddhacharita:5
tfzRAmAra	vidyut:2	atharvaveda:2
tfzRArta	vidyut:2	mahabharata-ashvamedhikaparva:1,ramayana-ayodhyakanda:1
tfzRaj	dcs:2	rigveda:2
tfzita	dcs:11	mahabharata-aranyakaparva:4,rigveda:1,mahabharata-ashvamedhikaparva:1
tfzu	dcs:11	rigveda:11
tfzucyavas	dcs:1	rigveda:1
tfzucyut	vidyut:1	rigveda:1
tfzwAmA	dcs:1	rigveda:1
tfzwa	dcs:9	atharvaveda:8,rigveda:1
tfzwadaMSman	vidyut:1	atharvaveda:1
tfzwajamBa	vidyut:1	atharvaveda:1
tfzwavandana	vidyut:1	atharvaveda:1
tfzwikA	dcs:3	atharvaveda:3
tfzyAvat	vidyut:1	rigveda:1
tiTi	dcs:21	vedanga_jyotisha:9,mahabharata-adiparva:5,mahabharata-sabhaparva:2
tigita	dcs:1	rigveda:1
tigmAMSu	dcs:7	mahabharata-aranyakaparva:3,mahabharata-adiparva:2,gitagovinda:1
tigmAnIka	vidyut:1	rigveda:1
tigmAyuDa	vidyut:6	rigveda:4,atharvaveda:2
tigma	dcs:42	rigveda:30,atharvaveda:8,mahabharata-dronaparva:2
tigmaBfzwi	vidyut:2	rigveda:2
tigmaSfNga	vidyut:4	rigveda:3,atharvaveda:1
tigmaSocis	vidyut:1	rigveda:1
tigmaheti	vidyut:6	atharvaveda:4,rigveda:2
tigmajamBa	vidyut:5	rigveda:5
tigmamUrDan	vidyut:2	rigveda:2
tigmatejana	vidyut:1	mahabharata-bhishmaparva:1
tigmatejas	vidyut:13,dcs:2	mahabharata-dronaparva:2,mahabharata-udyogaparva:2,mahabharata-aranyakaparva:2
tigmavIrya	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-adiparva:1
tigmavega	vidyut:1	mahabharata-udyogaparva:1
tij	dcs:1	rigveda:1
tikta	dcs:3	mahabharata-udyogaparva:1,ramayana-ayodhyakanda:1,kama-sutra:1
tila	dcs:30	manavadharmashastra:11,atharvaveda:4,mahabharata-aranyakaparva:3
tilaDenukA	vidyut:2	mahabharata-aranyakaparva:2
tilaSas	dcs:8	mahabharata-karnaparva:3,mahabharata-dronaparva:2,mahabharata-bhishmaparva:1
tilaka	dcs:29	ramayana-aranyakanda:9,ramayana-ayodhyakanda:5,gitagovinda:5
tilamiSra	vidyut:2	atharvaveda:2
tilapiYjI	vidyut:2	atharvaveda:2
tilataRqulaka	vidyut:3	kama-sutra:3
tilavatsa	vidyut:2	atharvaveda:2
tilottamA	dcs:7	mahabharata-adiparva:7
tilpiYja	vidyut:2	atharvaveda:2
tilvilAy	dcs:2	rigveda:2
tilvila	vidyut:1	rigveda:1
tim	vidyut:1	mahabharata-aranyakaparva:1
timi	dcs:9,vidyut:1	ramayana-ayodhyakanda:3,mahabharata-dronaparva:2,mahabharata-udyogaparva:2
timiDvaja	dcs:2	ramayana-ayodhyakanda:2
timiNgila	dcs:6	mahabharata-udyogaparva:4,mahabharata-adiparva:1,mahabharata-aranyakaparva:1
timirApaha	vidyut:2	mahabharata-aranyakaparva:2
timira	dcs:21,vidyut:1	paramarthasara-abhinavagupta:4,ramayana-ayodhyakanda:4,gitagovinda:3
timitimiMgila	vidyut:1	mahabharata-aranyakaparva:1
tinduka	dcs:7	mahabharata-aranyakaparva:2,ramayana-balakanda:2,ramayana-aranyakanda:1
tiniSa	dcs:5,vidyut:1	ramayana-aranyakanda:4,ramayana-ayodhyakanda:2
tirIwin	dcs:1	atharvaveda:1
tiraScI	vidyut:2,dcs:1	atharvaveda:2,rigveda:1
tiraScIna	dcs:2	rigveda:2
tiraScInavaMSa	vidyut:2	ch-up:2
tiraScirAji	dcs:2,vidyut:2	atharvaveda:4
tiras	dcs:64	rigveda:53,atharvaveda:10,mahabharata-virataparva:1
tiraskAra	dcs:1	shiva-sutry_sharma:1
tiraskariRI	dcs:2	ramayana-ayodhyakanda:1,kumarasambhava:1
tiraskf	dcs:4	kama-sutra:1,mahabharata-karnaparva:1,manavadharmashastra:1
tirindira	dcs:2	rigveda:2
tiroBAva	dcs:5	yoga-sutry_vyasa-bhashya:3,nyaya-bhashya:1,sankhya-karika:1
tiroBU	dcs:1	raghuvamsha:1
tiroDA	dcs:21	vedartha-samgraha_ramanuja:5,atharvaveda:4,rigveda:4
tiroDAna	dcs:5	vedartha-samgraha_ramanuja:3,nyaya-bhashya:2
tiroahnya	dcs:2	rigveda:2
tirohitatva	vidyut:1	vedartha-samgraha_ramanuja:1
tirojanam	dcs:1	atharvaveda:1
tirya	vidyut:2	atharvaveda:2
tiryaYc	dcs:71	atharvaveda:9,rigveda:6,vedartha-samgraha_ramanuja:6
tiryagAyata	vidyut:1	mahabharata-adiparva:1
tiryagbila	vidyut:2	atharvaveda:2
tiryaggata	vidyut:3	mahabharata-dronaparva:2,ramayana-ayodhyakanda:1
tiryagja	dcs:1	manavadharmashastra:1
tiryagyAta	vidyut:2	mahabharata-dronaparva:2
tiryagyoni	dcs:10,marker:2	mahabharata-aranyakaparva:4,sankhya-karika:3,mahabharata-adiparva:1
tiryakpratimuKAgata	vidyut:1	manavadharmashastra:1
tiryakprekzin	vidyut:3	mahabharata-udyogaparva:2,mahabharata-sabhaparva:1
tiryaktva	vidyut:3	manavadharmashastra:2,yoga-sutry_vyasa-bhashya:1
tisf	dcs:17	atharvaveda:4,rigveda:3,mahabharata-aranyakaparva:2
titIrz	dcs:4	mahabharata-adiparva:1,mahabharata-udyogaparva:1,mahabharata-dronaparva:1
titIrzu	dcs:5	mahabharata-karnaparva:3,ramayana-ayodhyakanda:1,buddhacharita:1
titarIza	vidyut:4	buddhacharita:3,raghuvamsha:1
titfd	dcs:2	rigveda:2
titfps	dcs:2	rigveda:1,atharvaveda:1
titikz	dcs:18	mahabharata-udyogaparva:6,rigveda:3,mahabharata-adiparva:3
titikzA	dcs:12	mahabharata-aranyakaparva:4,mahabharata-udyogaparva:3,devi-gita:2
titikza	vidyut:4	mahabharata-udyogaparva:2,mahabharata-adiparva:1,br-up:1
titikzu	dcs:1	atharvaveda:1
tittira	dcs:2	manavadharmashastra:1,mahabharata-udyogaparva:1
tittiraja	vidyut:2	mahabharata-bhishmaparva:2
tittiri	dcs:9	mahabharata-sabhaparva:3,kama-sutra:2,mahabharata-adiparva:1
tizWAs	dcs:4	sub-up:3,br-up:1
tizya	dcs:6	rigveda:4,mahabharata-aranyakaparva:2
tman	dcs:86	rigveda:83,atharvaveda:3
tmanI	dcs:1	atharvaveda:1
toSa	dcs:3	rigveda:3
toSas	dcs:1	rigveda:1
toda	dcs:8	rigveda:8
toka	dcs:82,vidyut:1	rigveda:73,atharvaveda:8,shv-up:2
tokavat	dcs:1	rigveda:1
tolay	dcs:1	shukasaptati:1
toli	vidyut:4	ramayana-balakanda:3,ramayana-ayodhyakanda:1
tomara	dcs:70,vidyut:1	mahabharata-karnaparva:22,mahabharata-bhishmaparva:14,mahabharata-dronaparva:13
toraRa	dcs:26	ramayana-sundarakanda:12,ramayana-ayodhyakanda:3,mahabharata-ashvamedhikaparva:3
totra	dcs:2	ramayana-ayodhyakanda:2
tottra	dcs:11	mahabharata-dronaparva:5,mahabharata-bhishmaparva:4,mahabharata-shalyaparva:2
toya	dcs:101	mahabharata-aranyakaparva:14,ramayana-ayodhyakanda:11,mahabharata-shalyaparva:11
toyaDArA	vidyut:1	mahabharata-virataparva:1
toyada	dcs:38,vidyut:1	mahabharata-dronaparva:17,ramayana-sundarakanda:5,mahabharata-shalyaparva:3
toyakarman	dcs:3	mahabharata-adiparva:3
toyaniDi	dcs:2,vidyut:1	mahabharata-aranyakaparva:2,kumarasambhava:1
toyotsarga	vidyut:1	megha-duta:1
toza	dcs:2	buddhacharita:2
tozay	dcs:46	mahabharata-adiparva:12,mahabharata-aranyakaparva:11,devi-gita:5
tozi	vidyut:14	mahabharata-aranyakaparva:4,ramayana-balakanda:3,ramayana-sundarakanda:2
trA	dcs:152	rigveda:34,mahabharata-aranyakaparva:14,mahabharata-udyogaparva:14
trARa	dcs:35	mahabharata-adiparva:6,mahabharata-dronaparva:4,mahabharata-aranyakaparva:4
trARana	vidyut:1	jabala-up:1
trAman	dcs:1,vidyut:1	rigveda:2
trApi	vidyut:2	mahabharata-udyogaparva:1,mahabharata-ashvamedhikaparva:1
trApuza	vidyut:1	kama-sutra:1
trAsa	dcs:27	mahabharata-dronaparva:7,ramayana-aranyakanda:6,ramayana-sundarakanda:3
trAsadasyava	vidyut:4,dcs:1	rigveda:5
trAsanI	dcs:1	mahabharata-shalyaparva:1
trAsana	dcs:1	ramayana-aranyakanda:1
trAsay	dcs:47	mahabharata-dronaparva:16,mahabharata-aranyakaparva:7,mahabharata-shalyaparva:5
trAsi	vidyut:3	mahabharata-bhishmaparva:1,mahabharata-shalyaparva:1,mahabharata-dronaparva:1
trAtf	dcs:24	rigveda:13,mahabharata-dronaparva:2,mahabharata-karnaparva:2
trAwaka	vidyut:4	hatha-yoga-pradipika:4
trAyamARA	dcs:3	atharvaveda:3
trE	vidyut:36	rigveda:15,mahabharata-dronaparva:5,mahabharata-bhishmaparva:3
trapu	dcs:5	ch-up:1,atharvaveda:1,ramayana-balakanda:1
trapusa	dcs:2	kama-sutra:2
trapuza	vidyut:1	kama-sutra:1
tras	dcs:69,vidyut:5	mahabharata-dronaparva:20,ramayana-aranyakanda:9,ramayana-ayodhyakanda:7
trasa	dcs:5	mahabharata-ashvamedhikaparva:2,mahabharata-bhishmaparva:1,vedartha-samgraha_ramanuja:1
trasadasyu	vidyut:14,dcs:12	rigveda:23,mahabharata-aranyakaparva:2,mahabharata-sabhaparva:1
trasareRu	dcs:2	manavadharmashastra:2
trayI	dcs:12,vidyut:1	ch-up:7,manavadharmashastra:1,mahabharata-aranyakaparva:1
trayIDarma	vidyut:11,marker:5	mahabharata-aranyakaparva:2,bhagavadgita-prabhupada:2,bhagavadgita-burba:1
trayInizkarza	vidyut:1	manavadharmashastra:1
traya	dcs:190,marker:2	mahabharata-adiparva:22,manavadharmashastra:19,sankhya-karika:13
trayastriMSa	dcs:9	mahabharata-aranyakaparva:4,atharvaveda:2,br-up:1
trayastriMSat	dcs:23	atharvaveda:11,mahabharata-adiparva:4,br-up:3
trayayAyya	vidyut:2	rigveda:2
trayodaSAha	vidyut:2	mahabharata-aranyakaparva:2
trayodaSI	dcs:9	manavadharmashastra:3,mahabharata-bhishmaparva:3,mahabharata-aranyakaparva:1
trayodaSa	dcs:13	mahabharata-virataparva:4,mahabharata-aranyakaparva:3,mahabharata-udyogaparva:2
trayodaSan	dcs:54,marker:1	mahabharata-aranyakaparva:13,mahabharata-virataparva:8,mahabharata-udyogaparva:5
trayodaSavArzika	vidyut:1	mahabharata-dronaparva:1
trayodaSaviDa	dcs:3	sankhya-karika:3
treDA	dcs:39	atharvaveda:15,rigveda:13,ch-up:4
treDAvihita	vidyut:2	br-up:2
tretA	dcs:21	mahabharata-aranyakaparva:9,mahabharata-udyogaparva:4,manavadharmashastra:3
tretAgni	dcs:1	raghuvamsha:1
tretAyuga	vidyut:7	mahabharata-aranyakaparva:4,manavadharmashastra:1,mahabharata-bhishmaparva:1
tretinI	dcs:2	rigveda:2
tri	dcs:820,vidyut:1	rigveda:187,mahabharata-dronaparva:88,atharvaveda:68
triBuja	vidyut:1	atharvaveda:1
triBuvana	dcs:14	mahabharata-udyogaparva:4,shatakatrayam-serebryakov:4,shatakatrayam:3
triBuvanaguru	vidyut:2	raghuvamsha:1,megha-duta:1
triBuvaneSvara	vidyut:4	mahabharata-shalyaparva:2,mahabharata-aranyakaparva:1,mahabharata-udyogaparva:1
triDA	dcs:62,marker:1	mahabharata-ashvamedhikaparva:16,mahabharata-dronaparva:9,rigveda:5
triDAtu	dcs:31,vidyut:1	rigveda:32
triDAtuSfNga	vidyut:2	rigveda:2
triDAtuka	vidyut:1	mahabharata-ashvamedhikaparva:1
triHsapta	dcs:5	rigveda:4,atharvaveda:1
triKarva	vidyut:1	mahabharata-sabhaparva:1
triMSacCata	vidyut:1	rigveda:1
triMSadaNga	vidyut:1	atharvaveda:1
triMSadara	vidyut:2	atharvaveda:2
triMSadvarza	vidyut:1	manavadharmashastra:1
triMSat	dcs:51	rigveda:11,mahabharata-dronaparva:10,mahabharata-bhishmaparva:7
triRAciketa	dcs:5	kat-up:4,manavadharmashastra:1
triRAman	vidyut:2	atharvaveda:2
triRava	dcs:1	mai-up:1
triSIrzan	vidyut:7	ramayana-balakanda:2,kau-up:2,rigveda:1
triSIrzavat	vidyut:1	ramayana-sundarakanda:1
triSUlANka	vidyut:2	mahabharata-aranyakaparva:2
triSUlI	dcs:2	devi-gita:2
triSUla	dcs:9	mahabharata-aranyakaparva:3,mahabharata-adiparva:2,ramayana-balakanda:2
triSUlaKAta	vidyut:1	mahabharata-aranyakaparva:1
triSaNku	dcs:17	ramayana-balakanda:13,ramayana-ayodhyakanda:2,tai-up:2
triSalya	vidyut:2	mahabharata-dronaparva:2
triSata	dcs:5,vidyut:2	ramayana-balakanda:2,mahabharata-aranyakaparva:1,mahabharata-adiparva:1
triSfNga	dcs:4	ramayana-aranyakanda:2,mahabharata-dronaparva:2
triSiKa	vidyut:4	mahabharata-karnaparva:1,mahabharata-shalyaparva:1,mahabharata-sabhaparva:1
triSiras	dcs:33	ramayana-aranyakanda:19,mahabharata-udyogaparva:9,ramayana-balakanda:2
triSoka	dcs:8	rigveda:6,atharvaveda:2
tribarhis	vidyut:1	rigveda:1
tricakra	vidyut:10	rigveda:9,atharvaveda:1
tridaRqa	dcs:5,marker:1	sankhya-karika:2,bhagavadgita-radha:1,manavadharmashastra:1
tridaRqin	vidyut:2	manavadharmashastra:2
tridaSADipa	dcs:4,vidyut:2	mahabharata-aranyakaparva:3,mahabharata-udyogaparva:2,mahabharata-karnaparva:1
tridaSADipati	vidyut:1	mahabharata-shalyaparva:1
tridaSAlaya	dcs:2,vidyut:1	mahabharata-aranyakaparva:2,mahabharata-svargarohanikaparva:1
tridaSAvAsa	vidyut:1	mahabharata-adiparva:1
tridaSa	dcs:78	mahabharata-aranyakaparva:23,mahabharata-adiparva:10,mahabharata-udyogaparva:8
tridaSaSrezWa	vidyut:1	mahabharata-dronaparva:1
tridaSapuMgava	vidyut:1	ramayana-balakanda:1
tridaSeSa	vidyut:3	mahabharata-aranyakaparva:3
tridaSeSvara	dcs:16	mahabharata-aranyakaparva:5,mahabharata-dronaparva:2,mahabharata-shalyaparva:2
tridaSendra	vidyut:2	mahabharata-udyogaparva:1,mahabharata-shalyaparva:1
tridivA	dcs:2	mahabharata-bhishmaparva:2
tridiva	dcs:83,marker:1	mahabharata-aranyakaparva:16,mahabharata-shalyaparva:10,mahabharata-udyogaparva:8
tridiveSvara	vidyut:1	mahabharata-aranyakaparva:1
tridvAra	vidyut:2	mahabharata-aranyakaparva:2
trigaNga	vidyut:1	mahabharata-aranyakaparva:1
trigarta	dcs:66	mahabharata-virataparva:18,mahabharata-dronaparva:16,mahabharata-bhishmaparva:8
triguRAtmaka	vidyut:1	vedartha-samgraha_ramanuja:1
triguRa	dcs:50,marker:1	sankhya-karika:16,mahabharata-ashvamedhikaparva:9,manavadharmashastra:5
trijawA	dcs:13	ramayana-sundarakanda:6,mahabharata-aranyakaparva:4,raghuvamsha:2
trijawAsvapnadarSana	vidyut:1	ramayana-balakanda:1
trijawa	vidyut:3	ramayana-ayodhyakanda:3
trikAla	dcs:6,vidyut:2	sankhya-karika:5,shv-up:2,nyaya-bhashya:1
trikUwa	dcs:3	mahabharata-aranyakaparva:1,raghuvamsha:1,ramayana-sundarakanda:1
trikUwavat	vidyut:2	mahabharata-ashvamedhikaparva:2
trika	dcs:6	manavadharmashastra:3,rigveda:1,buddhacharita:1
trikadruka	vidyut:7,dcs:7	rigveda:11,atharvaveda:3
trikakuB	dcs:2	rigveda:2
trikakud	dcs:3	atharvaveda:3
trikapAla	vidyut:1	kan-up:1
trikarmakft	vidyut:1	kat-up:1
trikoRa	dcs:1	nyaya-bhashya:1
trilocana	dcs:6	kumarasambhava:2,ramayana-balakanda:1,devi-gita:1
trilokI	dcs:1	raghuvamsha:1
triloka	dcs:6,vidyut:1	ramayana-aranyakanda:2,mahabharata-sabhaparva:1,mahabharata-karnaparva:1
trilokanATa	vidyut:2	kumarasambhava:1,raghuvamsha:1
trilokeSa	vidyut:2	mahabharata-aranyakaparva:1,mahabharata-udyogaparva:1
trimArgagA	vidyut:1	raghuvamsha:1
trimAtf	vidyut:2	rigveda:2
trimAtra	vidyut:4	pr-up:2,mahabharata-dronaparva:2
trimUrDan	vidyut:2	rigveda:2
trimUrti	dcs:4	kumarasambhava:2,raghuvamsha:1,vedartha-samgraha_ramanuja:1
trimantu	dcs:2	rigveda:2
trimuKA	vidyut:1	mahabharata-aranyakaparva:1
trinABi	vidyut:3	atharvaveda:2,rigveda:1
trinAka	vidyut:2,dcs:2	atharvaveda:2,rigveda:2
trinayana	dcs:5	shatakatrayam-serebryakov:2,ramayana-balakanda:1,shatakatrayam:1
trinetra	dcs:3	ramayana-sundarakanda:1,mahabharata-aranyakaparva:1,mahabharata-dronaparva:1
tripAd	dcs:12	rigveda:4,atharvaveda:3,ch-up:2
tripAdI	vidyut:1	vedanga_jyotisha:1
tripAda	vidyut:6	atharvaveda:2,mahabharata-shalyaparva:2,sub-up:1
tripAjasya	vidyut:1	rigveda:1
tripaTa	dcs:3	hatha-yoga-pradipika:2,shukasaptati:1
tripaTagA	dcs:20,marker:1	ramayana-balakanda:9,mahabharata-aranyakaparva:3,ramayana-ayodhyakanda:2
tripaYcASa	vidyut:1	rigveda:1
tripadA	dcs:1	manavadharmashastra:1
tripadI	dcs:1	br-up:1
tripada	dcs:5	mai-up:2,mahabharata-bhishmaparva:1,shiva-sutry_sharma:1
tripakza	vidyut:2	manavadharmashastra:2
triparvan	vidyut:1	mahabharata-dronaparva:1
tripastya	vidyut:1	rigveda:1
tripfzWa	dcs:8,vidyut:2	rigveda:9,atharvaveda:1
tripizwapa	vidyut:2	buddhacharita:2
triprakAra	vidyut:2	manavadharmashastra:1,gitarthasamgraha-abhinavagupta:1
